YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAXI_IN,TAXI_OUT,DISTANCE
2015,6,7,7,EV,5073,4.0,17.0,456
2015,1,7,3,EV,5363,8.0,12.0,705
2015,12,28,1,DL,234,23.0,23.0,2475
2015,5,12,2,DL,1247,6.0,8.0,311
2015,5,11,1,AS,59,6.0,13.0,909
2015,6,20,6,DL,1342,4.0,15.0,432
2015,11,11,3,WN,2479,7.0,11.0,1670
2015,6,2,2,EV,4245,36.0,37.0,642
2015,10,27,2,OO,6507,6.0,17.0,616
2015,4,14,2,WN,1017,5.0,14.0,189
2015,11,22,7,WN,1087,5.0,7.0,373
2015,1,5,1,MQ,2854,,,738
2015,12,17,4,OO,4976,5.0,15.0,1735
2015,3,14,6,WN,1682,3.0,11.0,1015
2015,10,17,6,AA,1883,3.0,20.0,920
2015,2,10,2,AA,322,7.0,29.0,612
2015,4,14,2,OO,6462,3.0,8.0,109
2015,1,13,2,AA,1041,3.0,12.0,936
2015,4,17,5,AA,2227,15.0,14.0,1139
2015,2,23,1,OO,4654,11.0,15.0,402
2015,12,13,7,B6,687,21.0,12.0,2611
2015,7,10,5,WN,989,6.0,6.0,621
2015,8,11,2,WN,1186,5.0,10.0,406
2015,12,27,7,WN,1985,,,323
2015,3,2,1,UA,253,5.0,25.0,3904
2015,3,29,7,AA,317,18.0,15.0,733
2015,6,1,1,EV,4389,9.0,10.0,343
2015,10,12,1,AA,27,7.0,16.0,1121
2015,11,18,3,DL,1275,5.0,19.0,931
2015,10,5,1,B6,1041,5.0,35.0,718
2015,4,15,3,OO,6381,5.0,18.0,542
2015,1,24,6,WN,4221,4.0,11.0,1020
2015,2,17,2,OO,4498,12.0,11.0,387
2015,6,21,7,UA,1553,8.0,12.0,589
2015,1,18,7,DL,1610,8.0,16.0,1123
2015,1,8,4,DL,2534,6.0,21.0,2611
2015,1,17,6,UA,1480,7.0,13.0,1372
2015,4,27,1,AA,1637,8.0,19.0,192
2015,10,8,4,AA,165,4.0,24.0,867
2015,11,29,7,OO,4843,3.0,22.0,541
2015,4,14,2,WN,196,6.0,10.0,588
2015,3,11,3,OO,6260,4.0,19.0,657
2015,6,23,2,AS,61,3.0,12.0,199
2015,1,17,6,OO,5579,7.0,15.0,473
2015,7,10,5,F9,337,7.0,14.0,907
2015,6,23,2,DL,1110,11.0,17.0,404
2015,7,2,4,VX,452,11.0,10.0,189
2015,12,14,1,F9,1142,11.0,39.0,1096
2015,2,18,3,UA,1101,17.0,11.0,1024
2015,5,15,5,US,420,6.0,26.0,1737
2015,5,31,7,WN,2423,4.0,7.0,869
2015,2,10,2,WN,4564,3.0,9.0,370
2015,7,1,3,OO,2770,7.0,10.0,425
2015,8,4,2,EV,4525,10.0,15.0,781
2015,6,10,3,UA,1272,9.0,14.0,853
2015,3,10,2,US,2043,6.0,10.0,1032
2015,11,29,7,AA,1948,4.0,28.0,237
2015,6,13,6,WN,2318,7.0,26.0,1024
2015,1,9,5,US,2192,12.0,26.0,214
2015,2,9,1,DL,2631,13.0,35.0,1182
2015,2,8,7,AA,313,24.0,15.0,641
2015,1,17,6,WN,3187,8.0,14.0,228
2015,4,30,4,AA,2344,7.0,17.0,431
2015,10,29,4,DL,697,6.0,13.0,290
2015,3,12,4,OO,4728,2.0,17.0,575
2015,2,15,7,MQ,3030,3.0,9.0,473
2015,1,1,4,OO,5531,,,853
2015,5,25,1,WN,2762,12.0,8.0,580
2015,11,28,6,DL,2159,4.0,12.0,368
2015,5,1,5,WN,1014,3.0,7.0,1440
2015,9,19,6,WN,4810,3.0,12.0,634
2015,2,12,4,US,2043,5.0,10.0,601
2015,1,25,7,MQ,3527,3.0,13.0,530
2015,8,5,3,WN,442,6.0,23.0,967
2015,4,21,2,UA,1237,6.0,14.0,1739
2015,1,6,2,F9,214,9.0,14.0,775
2015,9,11,5,NK,133,10.0,10.0,679
2015,9,16,3,EV,4516,16.0,14.0,912
2015,4,22,3,UA,1646,7.0,34.0,2402
2015,12,24,4,AA,1251,6.0,14.0,733
2015,11,4,3,AS,730,9.0,16.0,1448
2015,2,1,7,WN,756,5.0,18.0,432
2015,11,6,5,WN,123,4.0,17.0,417
2015,8,14,5,WN,251,17.0,11.0,611
2015,2,5,4,US,1837,5.0,13.0,361
2015,1,4,7,AA,397,10.0,14.0,1045
2015,4,11,6,WN,2693,5.0,13.0,583
2015,11,13,5,DL,2642,14.0,21.0,226
2015,7,10,5,AA,1830,5.0,12.0,541
2015,12,17,4,WN,1877,6.0,14.0,255
2015,5,18,1,WN,1009,5.0,10.0,228
2015,1,4,7,B6,148,5.0,13.0,353
2015,8,9,7,WN,1506,6.0,6.0,480
2015,3,23,1,OO,6359,3.0,8.0,77
2015,2,27,5,WN,4130,6.0,12.0,236
2015,2,21,6,WN,3627,3.0,9.0,590
2015,4,2,4,EV,4933,6.0,25.0,306
2015,4,21,2,WN,291,,,308
2015,2,3,2,MQ,3078,3.0,34.0,607
2015,1,22,4,AA,2425,6.0,12.0,1235
2015,2,27,5,DL,2210,13.0,13.0,2677
2015,2,12,4,OO,4858,11.0,30.0,449
2015,5,10,7,WN,1427,4.0,7.0,342
2015,6,16,2,UA,271,5.0,15.0,1558
2015,3,14,6,UA,1233,10.0,10.0,337
2015,5,11,1,DL,1276,8.0,11.0,447
2015,7,3,5,AA,196,13.0,13.0,583
2015,1,19,1,MQ,2922,3.0,18.0,693
2015,12,12,6,WN,2573,11.0,6.0,991
2015,9,11,5,EV,4296,4.0,71.0,542
2015,4,20,1,US,1903,9.0,12.0,912
2015,2,20,5,WN,143,6.0,9.0,1262
2015,1,15,4,WN,416,10.0,6.0,223
2015,1,2,5,F9,658,7.0,17.0,967
2015,11,4,3,UA,294,8.0,20.0,1464
2015,7,3,5,WN,4650,3.0,7.0,621
2015,3,23,1,DL,552,5.0,22.0,425
2015,2,22,7,WN,3957,8.0,8.0,647
2015,10,7,3,DL,62,7.0,19.0,752
2015,11,10,2,B6,1734,3.0,22.0,266
2015,1,29,4,WN,896,6.0,21.0,289
2015,3,25,3,UA,260,5.0,14.0,2306
2015,5,4,1,US,1986,4.0,19.0,337
2015,9,12,6,AS,138,18.0,10.0,2846
2015,1,10,6,US,1942,5.0,36.0,683
2015,1,27,2,HA,112,6.0,11.0,100
2015,2,24,2,B6,1171,5.0,26.0,1076
2015,8,7,5,AA,750,6.0,18.0,1303
2015,2,3,2,EV,5146,6.0,13.0,780
2015,2,18,3,F9,1128,34.0,8.0,927
2015,10,23,5,EV,4892,4.0,11.0,378
2015,9,10,4,WN,2433,5.0,9.0,846
2015,6,1,1,MQ,3537,11.0,15.0,135
2015,9,10,4,DL,430,3.0,32.0,2586
2015,4,11,6,OO,4978,3.0,16.0,1195
2015,2,18,3,WN,1180,3.0,6.0,373
2015,12,19,6,UA,500,8.0,12.0,1943
2015,4,1,3,US,601,2.0,18.0,621
2015,3,18,3,UA,1461,7.0,14.0,925
2015,1,12,1,EV,4950,4.0,13.0,349
2015,1,7,3,HA,12,14.0,16.0,2398
2015,10,21,3,DL,1368,5.0,9.0,1276
2015,9,28,1,EV,4269,7.0,11.0,310
2015,2,10,2,B6,525,,,1005
2015,4,21,2,DL,762,9.0,28.0,2182
2015,10,26,1,AA,1355,11.0,15.0,1616
2015,1,29,4,WN,317,6.0,85.0,2447
2015,5,31,7,DL,522,4.0,18.0,1727
2015,10,5,1,WN,1676,4.0,16.0,1728
2015,4,9,4,AA,2426,17.0,13.0,1235
2015,3,8,7,EV,4601,5.0,10.0,456
2015,7,1,3,DL,1326,7.0,25.0,821
2015,2,2,1,WN,2291,4.0,12.0,1242
2015,10,9,5,DL,1739,7.0,20.0,1541
2015,8,14,5,F9,1401,9.0,15.0,2021
2015,3,3,2,UA,1162,5.0,19.0,200
2015,1,2,5,VX,251,5.0,13.0,414
2015,6,29,1,DL,1156,18.0,11.0,2172
2015,8,22,6,DL,357,2.0,13.0,834
2015,8,8,6,AA,166,9.0,12.0,2611
2015,6,9,2,DL,2125,6.0,20.0,577
2015,7,16,4,DL,1161,3.0,16.0,432
2015,10,30,5,WN,1009,6.0,13.0,1390
2015,10,18,7,WN,399,4.0,9.0,484
2015,6,21,7,WN,166,6.0,17.0,667
2015,7,18,6,EV,5358,3.0,23.0,589
2015,1,8,4,AA,976,7.0,24.0,224
2015,3,17,2,DL,1084,8.0,13.0,509
2015,9,30,3,DL,1572,3.0,14.0,406
2015,8,10,1,DL,1826,4.0,14.0,581
2015,1,4,7,OO,6468,4.0,19.0,230
2015,2,10,2,AA,1512,6.0,16.0,929
2015,5,21,4,OO,6251,9.0,10.0,1069
2015,12,28,1,EV,4530,7.0,16.0,376
2015,1,1,4,WN,706,6.0,13.0,1754
2015,5,20,3,WN,4568,6.0,12.0,883
2015,3,8,7,F9,365,9.0,10.0,896
2015,3,11,3,DL,1081,3.0,18.0,545
2015,8,10,1,DL,1336,3.0,10.0,422
2015,10,16,5,F9,130,10.0,15.0,641
2015,8,7,5,AA,521,9.0,16.0,602
2015,6,17,3,DL,477,5.0,29.0,2475
2015,8,7,5,WN,638,4.0,16.0,337
2015,1,17,6,OO,2601,6.0,24.0,109
2015,4,3,5,EV,5944,8.0,12.0,303
2015,5,15,5,AS,587,5.0,11.0,859
2015,11,23,1,WN,2257,,,337
2015,10,31,6,MQ,3360,6.0,16.0,409
2015,5,22,5,AS,178,6.0,8.0,680
2015,5,25,1,EV,4154,6.0,9.0,323
2015,10,4,7,WN,15,11.0,14.0,528
2015,1,9,5,B6,72,6.0,20.0,1990
2015,7,8,3,WN,707,8.0,12.0,602
2015,4,18,6,AS,404,6.0,13.0,569
2015,6,14,7,DL,1423,3.0,13.0,484
2015,11,19,4,AA,1258,4.0,12.0,1592
2015,3,11,3,MQ,3217,6.0,15.0,290
2015,6,27,6,WN,1735,4.0,13.0,236
2015,7,3,5,OO,4620,3.0,12.0,574
2015,8,19,3,EV,4602,15.0,11.0,1131
2015,9,11,5,DL,1227,3.0,15.0,134
2015,8,15,6,WN,37,5.0,11.0,1259
2015,7,19,7,NK,416,6.0,18.0,1176
2015,7,21,2,EV,4384,3.0,16.0,190
2015,8,3,1,UA,347,5.0,17.0,1620
2015,5,1,5,VX,205,4.0,14.0,1846
2015,4,13,1,EV,5079,14.0,10.0,782
2015,10,25,7,OO,2951,5.0,18.0,110
2015,9,14,1,DL,664,6.0,19.0,547
2015,5,8,5,US,2043,5.0,16.0,872
2015,8,29,6,WN,1362,5.0,11.0,587
2015,6,4,4,AA,1599,7.0,15.0,1205
2015,8,23,7,OO,6420,6.0,78.0,776
2015,7,15,3,UA,1671,5.0,14.0,1303
2015,6,10,3,UA,14,13.0,18.0,4962
2015,4,17,5,VX,960,5.0,11.0,447
2015,8,10,1,UA,1425,13.0,14.0,733
2015,2,23,1,WN,1045,5.0,9.0,1048
2015,7,18,6,AS,182,5.0,14.0,1448
2015,10,2,5,DL,2035,8.0,19.0,669
2015,12,23,3,EV,4235,7.0,15.0,1091
2015,3,11,3,AA,1235,7.0,13.0,888
2015,2,28,6,MQ,3398,,,113
2015,11,2,1,AA,455,10.0,19.0,1044
2015,10,19,1,WN,657,5.0,41.0,369
2015,3,9,1,WN,4554,4.0,10.0,2253
2015,12,27,7,AA,196,7.0,56.0,1623
2015,8,22,6,DL,1887,5.0,38.0,1532
2015,8,21,5,WN,2188,4.0,10.0,1072
2015,6,14,7,EV,3262,10.0,13.0,528
2015,12,20,7,WN,3169,5.0,10.0,1242
2015,4,11,6,UA,301,5.0,11.0,628
2015,3,7,6,WN,300,7.0,13.0,967
2015,1,9,5,WN,250,7.0,9.0,895
2015,7,30,4,WN,1927,15.0,12.0,1009
2015,8,26,3,AA,1085,7.0,14.0,1197
2015,7,3,5,AS,93,4.0,13.0,1448
2015,7,10,5,MQ,3048,5.0,20.0,196
2015,11,17,2,VX,211,9.0,17.0,1846
2015,10,31,6,AA,1836,8.0,23.0,255
2015,6,30,2,OO,4747,6.0,17.0,605
2015,10,1,4,WN,2116,5.0,24.0,1256
2015,3,27,5,WN,2971,4.0,10.0,258
2015,3,23,1,WN,4541,6.0,13.0,756
2015,4,4,6,EV,5929,9.0,20.0,528
2015,11,15,7,OO,6376,4.0,15.0,77
2015,7,8,3,OO,7386,4.0,19.0,306
2015,6,17,3,DL,804,8.0,19.0,502
2015,7,7,2,MQ,3139,2.0,14.0,738
2015,8,8,6,WN,1331,5.0,17.0,612
2015,11,2,1,WN,3046,7.0,12.0,1546
2015,2,5,4,EV,6164,9.0,18.0,323
2015,9,30,3,WN,2924,5.0,11.0,1797
2015,1,4,7,VX,878,9.0,11.0,1184
2015,6,13,6,MQ,3157,16.0,8.0,299
2015,2,18,3,WN,4338,7.0,20.0,646
2015,12,1,2,EV,2748,8.0,8.0,482
2015,3,7,6,DL,1446,5.0,16.0,1587
2015,5,21,4,DL,2523,6.0,13.0,632
2015,1,22,4,UA,1149,7.0,14.0,1546
2015,10,31,6,OO,5429,6.0,16.0,118
2015,6,22,1,WN,1183,6.0,11.0,977
2015,3,31,2,OO,4832,20.0,13.0,308
2015,9,7,1,UA,1729,19.0,13.0,862
2015,11,24,2,AA,1562,3.0,18.0,247
2015,3,8,7,AA,60,5.0,12.0,1121
2015,2,26,4,US,1813,,,1337
2015,12,8,2,OO,2925,13.0,12.0,588
2015,4,10,5,UA,554,4.0,26.0,413
2015,7,27,1,AA,500,7.0,13.0,1488
2015,12,7,1,AA,2392,10.0,15.0,1744
2015,7,2,4,WN,854,10.0,9.0,277
2015,6,6,6,EV,6142,9.0,21.0,628
2015,2,19,4,B6,263,12.0,31.0,2422
2015,2,20,5,US,471,4.0,10.0,1276
2015,5,9,6,UA,446,7.0,20.0,403
2015,6,8,1,WN,678,4.0,10.0,837
2015,1,10,6,UA,1693,6.0,12.0,854
2015,6,28,7,DL,2578,9.0,14.0,534
2015,10,29,4,NK,649,,,1046
2015,11,23,1,AA,1929,25.0,8.0,546
2015,7,26,7,EV,3818,13.0,28.0,277
2015,12,26,6,WN,6485,4.0,12.0,159
2015,10,23,5,OO,6291,7.0,10.0,158
2015,12,9,3,B6,1916,2.0,8.0,395
2015,5,23,6,B6,781,3.0,14.0,474
2015,9,3,4,F9,1415,9.0,14.0,882
2015,5,23,6,B6,1197,3.0,8.0,1188
2015,11,25,3,WN,1150,5.0,10.0,1139
2015,5,19,2,AS,616,7.0,17.0,867
2015,2,13,5,NK,847,9.0,30.0,733
2015,5,31,7,AA,1495,4.0,22.0,236
2015,1,22,4,AA,1318,30.0,15.0,1562
2015,6,29,1,WN,247,7.0,13.0,770
2015,6,20,6,DL,566,7.0,17.0,594
2015,2,6,5,DL,1732,7.0,25.0,554
2015,2,23,1,UA,201,5.0,16.0,3801
2015,2,10,2,AS,84,7.0,8.0,1448
2015,7,17,5,DL,2190,4.0,32.0,1089
2015,3,28,6,WN,1173,5.0,15.0,722
2015,5,3,7,AA,198,6.0,18.0,740
2015,6,7,7,OO,5429,6.0,15.0,342
2015,12,10,4,WN,2575,7.0,12.0,1235
2015,8,31,1,EV,4237,12.0,12.0,677
2015,2,9,1,AA,1383,7.0,11.0,224
2015,10,15,4,DL,681,8.0,22.0,762
2015,8,25,2,DL,2152,4.0,32.0,1069
2015,6,12,5,WN,397,11.0,13.0,302
2015,1,2,5,US,1741,3.0,9.0,814
2015,3,11,3,WN,678,5.0,11.0,909
2015,5,3,7,US,677,9.0,10.0,2176
2015,10,8,4,AA,1084,12.0,18.0,1096
2015,6,2,2,DL,2041,5.0,21.0,341
2015,1,19,1,WN,138,3.0,6.0,302
2015,10,26,1,UA,1639,6.0,23.0,1379
2015,3,22,7,UA,752,4.0,15.0,1491
2015,10,23,5,WN,2133,3.0,15.0,528
2015,9,21,1,AA,2116,3.0,12.0,399
2015,12,3,4,OO,6507,13.0,15.0,964
2015,2,22,7,MQ,3574,6.0,42.0,990
2015,11,30,1,WN,2551,3.0,9.0,717
2015,2,12,4,MQ,3639,8.0,29.0,483
2015,9,23,3,NK,954,10.0,11.0,2173
2015,1,4,7,DL,1275,5.0,12.0,405
2015,9,22,2,AA,1872,3.0,11.0,759
2015,4,8,3,WN,1570,8.0,30.0,1073
2015,9,3,4,AA,1440,4.0,10.0,190
2015,12,3,4,MQ,3220,6.0,21.0,354
2015,7,10,5,OO,6290,19.0,23.0,337
2015,9,8,2,OO,5605,4.0,10.0,589
2015,6,27,6,OO,6364,11.0,11.0,173
2015,6,8,1,OO,2846,18.0,14.0,308
2015,5,2,6,WN,1139,4.0,9.0,920
2015,5,7,4,AA,2485,14.0,26.0,1235
2015,11,4,3,UA,740,2.0,9.0,1062
2015,4,18,6,US,567,8.0,42.0,304
2015,9,1,2,AA,68,8.0,20.0,2342
2015,9,29,2,AS,96,6.0,11.0,1448
2015,11,24,2,AA,2053,9.0,26.0,603
2015,4,8,3,UA,685,10.0,16.0,837
2015,10,16,5,WN,1647,5.0,26.0,347
2015,10,12,1,DL,1125,8.0,17.0,363
2015,10,20,2,EV,5683,6.0,23.0,445
2015,4,7,2,EV,5215,4.0,45.0,1148
2015,10,21,3,WN,3182,4.0,23.0,1246
2015,2,8,7,DL,1668,7.0,14.0,1535
2015,12,9,3,DL,1988,10.0,17.0,134
2015,6,5,5,UA,1603,6.0,10.0,1721
2015,11,16,1,EV,5028,6.0,33.0,223
2015,4,10,5,EV,4435,8.0,18.0,458
2015,3,30,1,NK,695,4.0,10.0,2106
2015,9,29,2,WN,503,4.0,11.0,148
2015,6,1,1,US,1798,15.0,13.0,651
2015,1,10,6,DL,1822,5.0,18.0,2611
2015,12,10,4,WN,1063,6.0,6.0,819
2015,4,17,5,EV,2555,14.0,12.0,408
2015,3,26,4,WN,573,6.0,11.0,602
2015,4,29,3,B6,2784,3.0,10.0,612
2015,1,25,7,AA,361,14.0,19.0,1085
2015,8,5,3,OO,4779,4.0,9.0,481
2015,5,20,3,WN,657,5.0,7.0,957
2015,11,8,7,F9,1117,9.0,11.0,1824
2015,12,13,7,AA,1970,17.0,19.0,728
2015,12,23,3,WN,2352,4.0,13.0,1342
2015,4,27,1,WN,3674,7.0,7.0,948
2015,11,6,5,OO,4545,5.0,16.0,601
2015,9,23,3,DL,582,7.0,22.0,502
2015,5,16,6,WN,1933,17.0,15.0,406
2015,11,11,3,MQ,3038,,,116
2015,7,31,5,MQ,3280,7.0,7.0,1236
2015,2,16,1,OO,5418,2.0,7.0,190
2015,3,28,6,MQ,3616,,,431
2015,6,17,3,EV,4290,4.0,22.0,201
2015,2,16,1,AA,1535,23.0,11.0,460
2015,4,14,2,B6,717,8.0,23.0,187
2015,1,5,1,MQ,2801,3.0,15.0,224
2015,10,12,1,OO,5233,9.0,8.0,196
2015,9,24,4,MQ,3121,5.0,9.0,674
2015,7,2,4,UA,1688,17.0,16.0,1744
2015,5,16,6,OO,2847,9.0,13.0,308
2015,9,30,3,DL,2460,3.0,15.0,370
2015,7,19,7,OO,6319,7.0,11.0,315
2015,8,30,7,AS,677,6.0,14.0,1024
2015,1,31,6,WN,4283,3.0,6.0,417
2015,7,4,6,AA,1925,5.0,16.0,529
2015,3,19,4,UA,1571,9.0,12.0,1703
2015,7,12,7,WN,4094,6.0,7.0,1670
2015,7,21,2,WN,4819,6.0,7.0,1460
2015,3,26,4,DL,764,7.0,10.0,669
2015,10,28,3,MQ,3108,9.0,18.0,351
2015,3,25,3,OO,5538,4.0,19.0,329
2015,8,7,5,MQ,3500,4.0,18.0,549
2015,9,21,1,DL,2205,12.0,22.0,1029
2015,1,13,2,WN,1214,6.0,9.0,1300
2015,9,29,2,DL,2853,5.0,25.0,674
2015,3,17,2,US,1719,4.0,9.0,529
2015,12,11,5,DL,1757,20.0,15.0,680
2015,2,21,6,AA,975,3.0,11.0,447
2015,7,24,5,DL,2799,8.0,25.0,689
2015,10,30,5,AA,2382,6.0,17.0,1089
2015,2,17,2,AA,1124,6.0,12.0,1562
2015,12,29,2,AA,627,7.0,13.0,1671
2015,12,12,6,AA,1309,6.0,16.0,1313
2015,3,31,2,AA,1003,4.0,14.0,1013
2015,3,6,5,DL,2087,7.0,15.0,393
2015,9,30,3,AA,735,9.0,18.0,2176
2015,1,8,4,OO,5243,5.0,12.0,140
2015,5,29,5,DL,505,8.0,19.0,373
2015,6,21,7,WN,4140,5.0,10.0,623
2015,9,29,2,WN,1027,6.0,7.0,395
2015,5,26,2,MQ,3309,14.0,9.0,212
2015,6,24,3,US,413,5.0,19.0,541
2015,12,28,1,OO,5353,4.0,41.0,896
2015,8,10,1,WN,1680,15.0,9.0,1844
2015,3,16,1,WN,3920,4.0,7.0,302
2015,1,3,6,AA,1224,35.0,16.0,597
2015,3,24,2,WN,63,3.0,10.0,546
2015,11,15,7,WN,5945,7.0,11.0,1079
2015,2,18,3,UA,1530,10.0,47.0,867
2015,1,22,4,UA,386,8.0,13.0,862
2015,7,14,2,B6,1316,5.0,26.0,319
2015,1,1,4,EV,4620,8.0,13.0,936
2015,12,20,7,WN,1245,5.0,11.0,255
2015,11,21,6,OO,6345,,,1437
2015,6,11,4,DL,825,56.0,13.0,1035
2015,12,8,2,DL,1368,11.0,25.0,1276
2015,7,27,1,DL,1098,4.0,20.0,821
2015,11,18,3,UA,771,3.0,10.0,541
2015,7,14,2,B6,620,6.0,26.0,2588
2015,5,17,7,MQ,3260,7.0,10.0,665
2015,11,18,3,B6,1038,4.0,16.0,1698
2015,5,15,5,NK,872,16.0,12.0,1836
2015,3,14,6,UA,1177,5.0,19.0,1009
2015,2,17,2,DL,2116,5.0,29.0,1535
2015,1,17,6,WN,2541,18.0,15.0,628
2015,7,28,2,AA,1317,13.0,23.0,1197
2015,9,29,2,AA,755,40.0,16.0,2402
2015,12,9,3,DL,2545,5.0,18.0,632
2015,7,19,7,DL,1401,3.0,17.0,1306
2015,3,23,1,UA,601,12.0,17.0,678
2015,10,4,7,AA,1759,,,337
2015,4,4,6,NK,868,5.0,10.0,1235
2015,8,26,3,WN,31,4.0,8.0,333
2015,3,3,2,NK,363,4.0,26.0,689
2015,11,3,2,EV,4302,3.0,11.0,310
2015,10,9,5,DL,1311,11.0,13.0,501
2015,1,28,3,MQ,3449,6.0,12.0,674
2015,7,20,1,OO,2896,4.0,18.0,391
2015,4,13,1,OO,6467,5.0,16.0,524
2015,9,15,2,EV,4339,9.0,14.0,1157
2015,6,5,5,AA,2424,7.0,17.0,1103
2015,5,6,3,MQ,3466,3.0,16.0,431
2015,3,13,5,WN,4821,5.0,9.0,2065
2015,10,5,1,DL,1373,11.0,25.0,406
2015,2,10,2,WN,3123,,,587
2015,2,16,1,MQ,3656,9.0,17.0,987
2015,6,9,2,OO,5517,7.0,9.0,516
2015,10,5,1,DL,2250,4.0,11.0,228
2015,10,4,7,EV,3925,6.0,10.0,253
2015,2,16,1,DL,1633,10.0,9.0,696
2015,2,20,5,UA,1115,8.0,10.0,997
2015,4,16,4,WN,4719,5.0,2.0,236
2015,7,28,2,OO,4776,7.0,28.0,196
2015,4,19,7,DL,2506,9.0,11.0,240
2015,12,23,3,WN,1570,12.0,10.0,361
2015,5,1,5,WN,642,6.0,10.0,853
2015,6,18,4,DL,1282,9.0,22.0,731
2015,7,15,3,MQ,3493,15.0,33.0,212
2015,5,7,4,EV,5665,9.0,15.0,374
2015,9,16,3,DL,1435,2.0,10.0,748
2015,2,23,1,MQ,2960,7.0,28.0,116
2015,1,25,7,AA,1286,4.0,20.0,583
2015,10,20,2,DL,1567,6.0,51.0,762
2015,12,18,5,UA,698,25.0,22.0,1846
2015,1,22,4,UA,1143,8.0,13.0,888
2015,4,29,3,OO,6248,6.0,15.0,1499
2015,2,6,5,HA,30,7.0,10.0,2640
2015,9,13,7,WN,3119,5.0,8.0,838
2015,4,8,3,DL,2514,8.0,9.0,488
2015,3,26,4,EV,5192,6.0,13.0,633
2015,8,26,3,OO,4513,4.0,18.0,695
2015,11,20,5,EV,5225,,,694
2015,1,20,2,WN,449,4.0,8.0,393
2015,8,3,1,B6,295,5.0,18.0,2537
2015,1,20,2,WN,360,4.0,9.0,670
2015,6,6,6,UA,1937,6.0,16.0,1222
2015,5,18,1,OO,6473,5.0,16.0,996
2015,5,1,5,AS,585,3.0,8.0,859
2015,8,23,7,F9,1244,12.0,33.0,1846
2015,12,16,3,OO,6527,14.0,30.0,1075
2015,1,19,1,UA,788,4.0,37.0,337
2015,5,30,6,WN,1301,7.0,15.0,258
2015,4,2,4,DL,2586,5.0,10.0,610
2015,1,25,7,WN,4502,4.0,8.0,220
2015,9,17,4,EV,3274,14.0,17.0,398
2015,8,27,4,AA,15,5.0,19.0,2586
2015,7,31,5,WN,224,2.0,10.0,358
2015,10,31,6,OO,5212,8.0,14.0,771
2015,1,21,3,HA,516,5.0,12.0,100
2015,7,21,2,UA,1025,6.0,21.0,678
2015,1,4,7,OO,6600,,,493
2015,2,15,7,WN,893,6.0,23.0,680
2015,4,24,5,MQ,3317,4.0,23.0,409
2015,10,4,7,OO,4675,5.0,16.0,1195
2015,5,5,2,WN,101,7.0,11.0,1154
2015,1,7,3,B6,690,6.0,18.0,399
2015,6,2,2,MQ,3566,9.0,15.0,501
2015,6,26,5,WN,797,5.0,11.0,1024
2015,7,27,1,WN,3927,9.0,20.0,1024
2015,11,27,5,WN,5776,4.0,7.0,480
2015,4,21,2,US,610,14.0,18.0,1587
2015,7,24,5,WN,3496,4.0,20.0,451
2015,3,1,7,DL,1475,3.0,18.0,214
2015,10,6,2,UA,364,5.0,13.0,414
2015,4,14,2,AA,289,14.0,19.0,867
2015,8,6,4,AA,1081,,,1744
2015,8,28,5,WN,456,16.0,15.0,646
2015,11,15,7,UA,724,4.0,16.0,2398
2015,5,5,2,AS,815,5.0,23.0,2701
2015,11,7,6,WN,555,3.0,7.0,414
2015,11,26,4,OO,4460,5.0,17.0,461
2015,4,23,4,MQ,3151,3.0,17.0,501
2015,6,2,2,WN,2694,4.0,11.0,479
2015,10,6,2,WN,249,8.0,14.0,1390
2015,7,17,5,AA,1954,17.0,13.0,1773
2015,11,25,3,WN,614,7.0,18.0,345
2015,12,16,3,DL,2658,12.0,13.0,1590
2015,12,5,6,F9,608,9.0,13.0,977
2015,5,25,1,UA,578,7.0,32.0,2704
2015,3,2,1,EV,4933,5.0,35.0,306
2015,2,16,1,AA,199,15.0,34.0,740
2015,10,18,7,DL,804,3.0,13.0,700
2015,8,20,4,OO,6523,5.0,19.0,1242
2015,10,13,2,B6,584,4.0,15.0,944
2015,10,12,1,DL,1969,4.0,21.0,153
2015,9,10,4,WN,1275,5.0,12.0,189
2015,1,1,4,DL,2298,4.0,18.0,444
2015,9,18,5,DL,171,6.0,21.0,1276
2015,8,22,6,AA,489,6.0,9.0,601
2015,12,7,1,EV,5109,9.0,13.0,399
2015,4,18,6,US,894,8.0,16.0,544
2015,8,4,2,HA,520,7.0,20.0,100
2015,4,3,5,EV,6049,6.0,18.0,212
2015,3,24,2,DL,1105,3.0,26.0,1590
2015,10,25,7,AA,521,5.0,16.0,650
2015,4,12,7,MQ,3059,6.0,21.0,438
2015,7,15,3,UA,1690,8.0,31.0,416
2015,11,18,3,DL,1925,9.0,11.0,577
2015,3,24,2,DL,492,5.0,28.0,1598
2015,2,5,4,AS,613,8.0,13.0,867
2015,7,30,4,EV,5107,4.0,14.0,143
2015,2,7,6,WN,3191,3.0,8.0,1259
2015,7,13,1,WN,4501,45.0,18.0,283
2015,8,4,2,OO,4457,5.0,15.0,386
2015,5,27,3,WN,3236,10.0,7.0,481
2015,12,20,7,WN,549,5.0,11.0,1590
2015,9,15,2,B6,989,3.0,34.0,399
2015,12,30,3,AA,2285,13.0,14.0,944
2015,12,29,2,WN,429,6.0,10.0,1011
2015,10,9,5,WN,173,3.0,9.0,480
